question/noun ,/punct intent/noun
តើ/prt នៅ/adp វិទ្យា/noun ស្ថាន/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun មាន/verb ជំនាញ/noun អ្វី/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp វិទ្យា/noun ស្ថាន/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun មាន/verb បង្រៀន/verb ជំនាញ/adj អ្វី/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp វិទ្យា/noun ស្ថាន/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun មាន/verb ប៉ុន្មាន/adv ជំនាញ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp វិទ្យា/noun ស្ថាន/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun មាន/verb ជំនាញ/noun ណា/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp វិទ្យា/noun ស្ថាន/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun ជំនាញ/noun នីមួយ/adv ៗ/punct បង្រៀន/verb ប៉ុន្មាន/adv ឆ្នាំ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp វិទ្យា/noun ស្ថាន/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun ជំនាញ/noun នីមួយ/adv ៗ/punct មាន/verb ប៉ុន្មាន/adv ជំនាញ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt វិទ្យា/noun ស្ថាន/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun មាន/verb ជំនាញ/noun អ្វី/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt វិទ្យា/noun ស្ថាន/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun មាន/verb បង្រៀន/verb ជំនាញ/adj អ្វី/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt វិទ្យា/noun ស្ថាន/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun មាន/verb ប៉ុន្មាន/adv ជំនាញ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt វិទ្យា/noun ស្ថាន/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun មាន/verb ជំនាញ/noun ណា/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt វិទ្យា/noun ស្ថាន/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun ជំនាញ/noun នីមួយ/adv ៗ/punct បង្រៀន/verb ប៉ុន្មាន/adv ឆ្នាំ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt វិទ្យា/noun ស្ថាន/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun ជំនាញ/noun នីមួយ/adv ៗ/punct មាន/verb ប៉ុន្មាន/adv ជំនាញ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp បណ្ឌិត្យ/noun សភា/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun កម្ពុជា/noun មាន/verb ជំនាញ/noun អ្វី/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp បណ្ឌិត្យ/noun សភា/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun កម្ពុជា/noun មាន/verb បង្រៀន/verb ជំនាញ/noun អ្វី/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp បណ្ឌិត្យ/noun សភា/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun កម្ពុជា/noun មាន/verb ប៉ុន្មាន/adv ជំនាញ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp បណ្ឌិត្យ/noun សភា/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun កម្ពុជា/noun មាន/verb ជំនាញ/noun ណា/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp បណ្ឌិត្យ/noun សភា/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun កម្ពុជា/noun ជំនាញ/noun នីមួយ/adv ៗ/punct បង្រៀន/verb ប៉ុន្មាន/adv ឆ្នាំ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp បណ្ឌិត្យ/noun សភា/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun កម្ពុជា/noun ជំនាញ/noun នីមួយ/adv ៗ/punct មាន/verb ប៉ុន្មាន/adv ជំនាញ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt បណ្ឌិត្យ/noun សភា/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun កម្ពុជា/noun មាន/verb ជំនាញ/noun អ្វី/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt បណ្ឌិត្យ/noun សភា/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun កម្ពុជា/noun មាន/verb បង្រៀន/verb ជំនាញ/noun អ្វី/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt បណ្ឌិត្យ/noun សភា/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun កម្ពុជា/noun មាន/verb ប៉ុន្មាន/adv ជំនាញ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt បណ្ឌិត្យ/noun សភា/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun កម្ពុជា/noun មាន/verb ជំនាញ/noun ណា/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt បណ្ឌិត្យ/noun សភា/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun កម្ពុជា/noun ជំនាញ/noun នីមួយ/adv ៗ/punct បង្រៀន/verb ប៉ុន្មាន/adv ឆ្នាំ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt បណ្ឌិត្យ/noun សភា/noun បច្ចេកវិទ្យា/noun ឌីជីថល/noun កម្ពុជា/noun ជំនាញ/noun នីមួយ/adv ៗ/punct មាន/verb ប៉ុន្មាន/adv ជំនាញ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp CADT/noun មាន/verb ជំនាញ/noun អ្វី/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp CADT/noun មាន/verb បង្រៀន/verb ជំនាញ/adj អ្វី/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp CADT/noun មាន/verb ប៉ុន្មាន/adv ជំនាញ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp CADT/noun មាន/verb ជំនាញ/noun ណា/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp CADT/noun ជំនាញ/noun នីមួយ/adv ៗ/punct បង្រៀន/verb ប៉ុន្មាន/adv ឆ្នាំ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp CADT/noun ជំនាញ/noun នីមួយ/adv ៗ/punct មាន/verb ប៉ុន្មាន/adv ជំនាញ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt CADT/noun មាន/verb ជំនាញ/noun អ្វី/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt CADT/noun មាន/verb បង្រៀន/verb ជំនាញ/noun អ្វី/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt CADT/noun មាន/verb ប៉ុន្មាន/adv ជំនាញ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt CADT/noun មាន/verb ជំនាញ/noun ណា/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt CADT/noun ជំនាញ/noun នីមួយ/adv ៗ/punct បង្រៀន/verb ប៉ុន្មាន/adv ឆ្នាំ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt CADT/noun ជំនាញ/noun នីមួយ/adv ៗ/punct មាន/verb ប៉ុន្មាន/adv ជំនាញ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp អាយឌីធី/noun មាន/verb ជំនាញ/noun អ្វី/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp អាយឌីធី/noun មាន/verb បង្រៀន/verb ជំនាញ/noun អ្វី/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp អាយឌីធី/noun មាន/verb ប៉ុន្មាន/adv ជំនាញ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp អាយឌីធី/noun មាន/verb ជំនាញ/noun ណា/noun ខ្លះ/adj ?/punct ,/punct Ask/noun About/noun Major/noun
តើ/prt នៅ/adp អាយឌីធី/noun ជំនាញ/noun នីមួយ/adv ៗ/punct បង្រៀន/verb ប៉ុន្មាន/adv ឆ្នាំ/noun ?/punct ,/punct Ask/noun About/noun Major/noun
